id,nome,selecionada,tema
10269,"Pessoas de 10 anos ou mais de idade, não ocupadas na semana de referência, total e que trabalharam para alimentação dos moradores do domicílio na roça, criação de animais, pesca, extrativismo ou caça, por sexo, cor ou raça e grupos de idade.",True,07_trabalho
10270,"Pessoas indígenas de 14 anos ou mais de idade, por condição em relação à força de trabalho e condição de ocupação na semana de referência, sexo e nível de instrução",False,
10271,"Pessoas indígenas de 10 anos ou mais de idade, por situação de ocupação na semana de referência, sexo e grupos de idade",False,
10272,"Pessoas indígenas de 14 anos ou mais de idade ocupadas na semana de referência por posição na ocupação, categoria do emprego no trabalho principal e sexo",False,
10273,"Pessoas indígenas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, condição de contribuição para instituto de previdência oficial no trabalho principal e grandes grupos de ocupação no trabalho principal",False,
10274,"Pessoas indígenas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, condição de contribuição para instituto de previdência oficial no trabalho principal e seção de atividade econômica do trabalho principal",False,
10275,"Pessoas indígenas de 14 anos ou mais de idade, por sexo, grupos de idade e nível de ocupação na semana de referência",False,
10276,"Pessoas indígenas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, nível de instrução e número de trabalhos",False,
10278,"Pessoas indígenas de 10 anos ou mais de idade, total e ocupadas na semana de referência, e nível da ocupação, na semana de referência, das pessoas indígenas de 10 anos ou mais de idade, por sexo e grupos de idade",False,
10279,"Pessoas indígenas de 10 anos ou mais de idade, total e que trabalharam para alimentação dos moradores do domicílio na roça, criação de animais, pesca, extrativismo ou caça, por sexo e grupos de idade.",False,
10280,"Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho, Valor do rendimento nominal mensal médio e mediano de todos os trabalhos, por sexo e segundo a posição na ocupação e categoria do emprego no trabalho principal",True,06_renda
10281,"Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência com rendimento de trabalho e Valor do rendimento nominal mensal médio e mediano de todos os trabalhos, segundo o sexo, a cor ou raça, o nível de instrução e a condição de contribuição para instituto de previdência oficial no trabalho principal",False,
10286,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, com rendimento de trabalho, Valor do rendimento nominal mensal médio e mediano de todos os trabalhos, com rendimento de trabalho, por sexo e condição de contribuição para instituto de previdência oficial no trabalho principal e seção de atividade do trabalho principal",False,
10289,"Massa de rendimento nominal mensal de todos os trabalhos, Valor do rendimento nominal mensal médio e mediano de todos os trabalhos das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho, por sexo e cor ou raça",True,06_renda
10291,"Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência e com rendimento de trabalho, Valor do rendimento nominal mensal médio mensal e mediano de todos os trabalhos, por sexo, cor ou raça e grupos de idade",False,
10292,"Pessoas de 14 anos ou mais ocupadas na semana de referência e sua distribuição, por sexo e classes de rendimento de todos os trabalhos em salários mínimos",True,06_renda
10295,"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar mensal per capita, médio e mediano, por sexo, cor ou raça e grupos de idade",True,06_renda
10296,"Moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), por sexo, cor ou raça e classes de rendimento domiciliar per capita em salários mínimos",True,06_renda
10297,"Participação percentual na composição do rendimento nominal mensal domiciliar dos moradores em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), por tipo de rendimento",True,06_renda
10299,"Pessoas de 14 anos ou mais de idade, Valor do rendimento nominal mensal médio e mediano, por sexo, condição em relação à força de trabalho e condição de ocupação na semana de referência e grupos de idade",True,06_renda
10300,"Pessoas de 14 anos ou mais de idade moradoras em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), por condição em relação à força de trabalho e condição de ocupação na semana de referência e as classes de rendimento nominal mensal em salários mínimos",False,
10306,Pessoas indígenas de 14 anos ou mais ocupadas na semana de referência e sua distribuição por sexo e classes de rendimento de todos os trabalhos em salários mínimos,False,
10307,"Pessoas indígenas de 14 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho e Valor do rendimento nominal mensal médio e mediano de todos os trabalhos, por sexo, nível de instrução e condição de contribuição para instituto de previdência oficial no trabalho principal",False,
10308,"Massa de rendimento nominal mensal de todos os trabalhos, Valor do rendimento nominal mensal médio e mediano de todos os trabalhos das pessoas indígenas de 14 anos ou mais de idade, ocupadas na semana de referência, com rendimento de trabalho, por sexo",False,
10310,"População indígena moradora em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), por sexo e classes de rendimento domiciliar per capita em salários mínimos",False,
10316,"População indígena moradora em domicílios particulares permanentes ocupados, exclusive os cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou parente do(a) empregado(a) doméstico(a), valor do rendimento domiciliar per capita mensal, médio e mediano, por sexo e grupos de idade",False,
10317,"Pessoas indígenas de 14 anos ou mais de idade ocupadas na semana de referência, valor do rendimento nominal mensal, médio e mediano, por sexo e grupos de idade",False,
10321,"Pessoas residentes em domicílios particulares, que frequentavam escola ou creche, por sexo, local da creche ou escola que frequentavam, cor ou raça e classes de rendimento nominal mensal domiciliar per capita",True,16_deslocamentos
10324,"Pessoas residentes em domicílios particulares, que frequentavam escola ou creche, por sexo, local da escola ou creche que frequentavam, os grupos de idade e o curso que frequentavam",True,16_deslocamentos
10329,"Pessoas de 10 anos ou mais de idade residentes em domicílios particulares, ocupadas na semana de referência, por local de exercício do trabalho principal, se retorna do trabalho para casa 3 dias ou mais na semana, sexo e classes de rendimento nominal mensal domiciliar per capita",True,16_deslocamentos
10330,"Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam 3 dias ou mais na semana do trabalho para o domicílio, por cor ou raça, tempo habitual de deslocamento do domicílio para o trabalho principal, por meio de transporte em que passa mais tempo para chegar ao local de trabalho e local do exercício do trabalho principal",True,16_deslocamentos
10331,"Pessoas de 10 anos ou mais de idade residentes em domicílios particulares, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio, por tempo habitual de deslocamento do domicílio para o trabalho principal, sexo, cor ou raça e classes de rendimento nominal mensal domiciliar per capita",True,16_deslocamentos
10332,"Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio, por meio de transporte em que passa mais tempo para chegar ao local de trabalho, nível de instrução e cor ou raça",True,16_deslocamentos
10333,"Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio, por tempo habitual de deslocamento do domicílio para o trabalho principal, nível de instrução, grupo de idade e cor ou raça",False,
10334,"Pessoas indígenas residentes em domicílios particulares, que frequentavam escola ou creche, por sexo, local da escola ou creche que frequentavam e classes de rendimento nominal mensal domiciliar per capita",False,
10335,"Pessoas indígenas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio ou propriedade e retornavam 3 dias ou mais na semana do trabalho para o domicílio, por tempo habitual de deslocamento do domicílio para o trabalho principal, por meio de transporte em que passa mais tempo para chegar ao local de trabalho e local do exercício do trabalho principal",False,
10336,"Pessoas indígenas de 10 anos ou mais de idade residentes em domicílios particulares, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio ou propriedade, por tempo habitual de deslocamento do domicílio para o trabalho principal, sexo e as classes de rendimento nominal mensal domiciliar per capita",False,
10337,"Pessoas indígenas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio ou propriedade, por meio de transporte em que passa mais tempo para chegar ao local de trabalho e nível de instrução",False,
10338,"Pessoas indígenas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio ou propriedade, por tempo habitual de deslocamento do domicílio para o trabalho principal, meio de transporte em que passa mais tempo para chegar ao local de trabalho, nível de instrução e grupos de idade",False,
10339,"Moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por sexo, grupos de idade e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10340,"Moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, total e indígenas, por sexo e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10341,"Domicílios particulares permanentes ocupados e moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10342,"Domicílios particulares permanentes ocupados e moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por existência de canalização de água, principal forma de abastecimento de água e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
